,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
302877,28102293,30615432,18675,18675,18675.0, 60 months,16.99,464.03,D,D3,Records Specialist,10+ years,MORTGAGE,52000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28102293,,credit_card,Credit card refinancing,750xx,TX,19.2,0.0,Mar-86,0.0,,,22.0,0.0,23507,59.1,54.0,w,15364.88,15364.88,6960.45,6960.45,3310.12,3650.33,0.0,0.0,0.0,Dec-15,464.03,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,213.0,127695.0,,,,,,,,,,,,39800.0,,,
52980,9314582,11146730,11200,11200,11200.0, 60 months,23.4,318.32,E,E5,EPR,10+ years,RENT,49000.0,Verified,Dec-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9314582,,credit_card,Credit card refinancing,958xx,CA,7.62,0.0,Mar-02,2.0,50.0,104.0,5.0,1.0,10334,83.3,12.0,f,0.0,0.0,2546.42,2546.42,856.05,1690.37,0.0,0.0,0.0,Aug-14,318.32,,Jan-16,0.0,50.0,1,INDIVIDUAL,,,,0.0,0.0,11535.0,,,,,,,,,,,,12400.0,,,
311784,25427050,27870011,30000,30000,30000.0, 60 months,14.99,713.55,C,C5,Chief of Police,10+ years,RENT,132000.0,Verified,Sep-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=25427050,,debt_consolidation,Debt consolidation,085xx,NJ,15.58,0.0,Aug-86,0.0,,,19.0,0.0,36250,52.5,47.0,f,24040.49,24040.49,11416.8,11416.8,5959.51,5457.29,0.0,0.0,0.0,Jan-16,713.55,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,87272.0,,,,,,,,,,,,69100.0,,,
460906,10444668,12316816,12250,12250,12250.0, 36 months,10.99,401.0,B,B2,Administrative Support,1 year,RENT,40000.0,Not Verified,Jan-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10444668,,debt_consolidation,Debt consolidation,941xx,CA,21.99,0.0,Jul-03,0.0,,,12.0,0.0,3624,15.9,21.0,w,4537.05,4537.05,9624.0,9624.0,7712.95,1911.05,0.0,0.0,0.0,Jan-16,401.0,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,197.0,41063.0,,,,,,,,,,,,22800.0,,,
93218,7049874,8711898,8000,8000,8000.0, 36 months,13.68,272.18,C,C1,wal-mart,10+ years,OWN,60000.0,Not Verified,Sep-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7049874,  Borrower added on 09/05/13 > I have a child that have to have a  medical procedure and I need to pay off some credit cards debit and other personal debit to prepare for the down payment I will have to put down before his surgery .<br>,debt_consolidation,debit relief,278xx,NC,9.12,0.0,Sep-09,0.0,,,7.0,0.0,9453,78.1,10.0,w,0.0,0.0,9576.6,9576.6,8000.0,1576.6,0.0,0.0,0.0,Dec-15,1832.24,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,10309.0,,,,,,,,,,,,12100.0,,,
410717,13887822,15940149,20000,20000,20000.0, 36 months,12.99,673.79,B,B5,Engineering Aide,6 years,RENT,65000.0,Verified,Apr-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13887822,,debt_consolidation,Debt consolidation,913xx,CA,15.23,0.0,Jul-98,1.0,,,13.0,0.0,16692,36.2,36.0,w,0.0,0.0,22211.51,22211.51,20000.0,2211.51,0.0,0.0,0.0,Mar-15,15473.61,,Mar-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,33786.0,,,,,,,,,,,,46100.0,,,
111885,6300529,7831812,16000,16000,16000.0, 36 months,14.33,549.42,C,C2,FIRST FEDERAL SAVINGS BANK,10+ years,MORTGAGE,36000.0,Verified,Jul-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6300529,,debt_consolidation,CREDIT CARD PAYOFF,469xx,IN,31.83,0.0,Oct-99,0.0,,81.0,12.0,1.0,9545,54.5,30.0,f,0.0,0.0,19481.64,19481.64,16000.0,3481.64,0.0,0.0,0.0,Nov-15,5746.14,,Oct-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,79402.0,,,,,,,,,,,,17500.0,,,
175391,2944575,3556733,5000,5000,5000.0, 36 months,12.12,166.36,B,B3,,,MORTGAGE,67500.0,Verified,Jan-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2944575,,debt_consolidation,DEBT CONSOLIDATION,330xx,FL,7.68,0.0,Nov-92,0.0,,111.0,8.0,1.0,6695,62.6,23.0,f,0.0,0.0,5450.62,5450.62,5000.0,450.62,0.0,0.0,0.0,Dec-13,1.52,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,118842.0,,,,,,,,,,,,10700.0,,,
56854,7084721,8746864,26500,26500,26500.0, 60 months,20.2,705.05,D,D5,Web/ECommerce Specialist,3 years,MORTGAGE,60000.0,Source Verified,Nov-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7084721,,credit_card,Debt consolidation,453xx,OH,23.28,0.0,Aug-90,2.0,,,10.0,0.0,22897,82.7,21.0,w,18532.48,18532.48,17626.25,17626.25,7967.52,9658.73,0.0,0.0,0.0,Dec-15,705.05,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,36985.0,,,,,,,,,,,,27200.0,,,
116714,6207660,7689772,13000,13000,13000.0, 36 months,14.33,446.4,C,C2,HXW,7 years,RENT,54000.0,Source Verified,Jul-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6207660,  Borrower added on 07/05/13 > To pay off my two credit cards by consolidating the debt with Lending Tree at a lesser interest rate.<br>,credit_card,CC Loan,333xx,FL,20.88,0.0,Mar-05,0.0,,,5.0,0.0,16061,91.3,8.0,f,0.0,0.0,14840.1605,14840.16,13000.0,1840.16,0.0,0.0,0.0,Sep-14,9040.67,,Sep-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,39096.0,,,,,,,,,,,,17600.0,,,
266026,33200271,35843493,22950,22950,22950.0, 36 months,16.99,818.12,D,D3,Supervisor,8 years,RENT,50000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=33200271,,car,Car financing,328xx,FL,15.84,0.0,Aug-99,0.0,,,8.0,0.0,7799,43.3,25.0,f,15372.55,15372.55,11549.16,11549.16,7577.45,3971.71,0.0,0.0,0.0,Jan-16,818.12,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,181.0,22893.0,,,,,,,,,,,,18000.0,,,
51443,6376207,7908310,12000,12000,12000.0, 60 months,14.98,285.36,C,C3,Construction engineer,10+ years,MORTGAGE,140000.0,Verified,Dec-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6376207,,other,Lot Loan,548xx,WI,13.22,0.0,Dec-92,1.0,66.0,,9.0,0.0,36749,86.5,30.0,f,8051.36,8051.36,7133.72,7133.72,3948.64,3185.08,0.0,0.0,0.0,Jan-16,285.36,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,367560.0,,,,,,,,,,,,42500.0,,,
91321,7063174,8724736,35000,35000,35000.0, 36 months,18.25,1269.73,D,D2,TEXAS CHILDRENS HOSPITAL,10+ years,MORTGAGE,125000.0,Verified,Sep-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7063174,,credit_card,CONSOLIDATION,773xx,TX,20.94,0.0,Nov-90,0.0,50.0,112.0,12.0,1.0,5512,41.8,26.0,f,10605.82,10605.82,34281.06,34281.06,24394.18,9886.88,0.0,0.0,0.0,Jan-16,1269.73,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,222667.0,,,,,,,,,,,,13200.0,,,
285086,30295710,32838912,10000,10000,10000.0, 36 months,12.49,334.49,B,B5,Jr Designer,< 1 year,RENT,52000.0,Not Verified,Oct-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=30295710,,debt_consolidation,Debt consolidation,200xx,DC,11.77,0.0,May-06,0.0,67.0,,11.0,0.0,8211,61.3,18.0,f,0.0,0.0,11187.21,11187.21,10000.0,1187.21,0.0,0.0,0.0,Nov-15,7180.27,,Nov-15,0.0,,1,INDIVIDUAL,,,,0.0,201.0,26376.0,,,,,,,,,,,,13400.0,,,
315437,26087644,28540589,2500,2500,2500.0, 36 months,23.43,97.34,F,F1,Accounting manager,5 years,RENT,116240.0,Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=26087644,,other,Other,190xx,PA,24.2,0.0,Nov-01,1.0,,,17.0,0.0,20327,79.1,36.0,f,1598.81,1598.81,1557.44,1557.44,901.19,656.25,0.0,0.0,0.0,Dec-15,97.34,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,76193.0,,,,,,,,,,,,25700.0,,,
267748,32450176,35063490,5500,5500,5500.0, 36 months,7.69,171.57,A,A4,Director of Production,4 years,RENT,65000.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=32450176,,debt_consolidation,Debt consolidation,070xx,NJ,22.9,0.0,Jan-99,1.0,32.0,,11.0,0.0,8433,80.3,24.0,w,3509.89,3509.89,2397.28,2397.28,1990.11,407.17,0.0,0.0,0.0,Jan-16,171.57,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,69827.0,,,,,,,,,,,,10500.0,,,
376411,17903890,20056525,32225,32225,32225.0, 36 months,13.98,1101.07,C,C3,Professor,10+ years,RENT,120000.0,Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17903890,,debt_consolidation,Debt consolidation,945xx,CA,26.47,0.0,Jun-90,0.0,,,11.0,0.0,37832,76.1,37.0,f,16892.03,16892.03,20920.33,20920.33,15332.97,5587.36,0.0,0.0,0.0,Jan-16,1101.07,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,79079.0,,,,,,,,,,,,49700.0,,,
101846,6718517,8320840,8325,8325,8325.0, 36 months,13.68,283.24,C,C1,Sovereign Commercial Cleaning,2 years,RENT,31000.0,Not Verified,Aug-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6718517,,credit_card,credit card,186xx,PA,22.37,0.0,Oct-82,1.0,,104.0,8.0,1.0,13098,49.6,18.0,f,0.0,0.0,9936.677352,9936.68,8325.0,1611.68,0.0,0.0,0.0,Jul-15,3705.82,,Jul-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,18768.0,,,,,,,,,,,,26400.0,,,
107570,6320708,7851950,12000,12000,12000.0, 60 months,15.88,291.06,C,C4,Airgas,1 year,RENT,40000.0,Verified,Aug-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6320708,,credit_card,Credit card refinancing,740xx,OK,21.25,0.0,Apr-93,0.0,,,13.0,0.0,12616,52.6,19.0,f,0.0,0.0,6693.3,6693.3,3528.16,3165.14,0.0,0.0,0.0,Jul-15,291.06,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,18581.0,,,,,,,,,,,,24000.0,,,
264436,33251065,35894346,30000,30000,30000.0, 36 months,12.99,1010.68,C,C1,Nurse,6 years,OWN,70000.0,Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=33251065,,debt_consolidation,Debt consolidation,276xx,NC,4.63,2.0,Aug-00,0.0,3.0,,19.0,0.0,9009,9.4,24.0,w,19691.14,19691.14,14127.87,14127.87,10308.86,3819.01,0.0,0.0,0.0,Jan-16,1010.68,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,119.0,167458.0,,,,,,,,,,,,96300.0,,,
169804,3056242,3728715,35000,35000,35000.0, 36 months,15.31,1218.61,C,C2,Cliffs Natural Resources LLc,10+ years,MORTGAGE,105000.0,Verified,Feb-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3056242,,debt_consolidation,Lower my monthly payments,248xx,WV,24.42,0.0,Sep-95,0.0,,,13.0,0.0,28003,64.4,24.0,f,0.0,0.0,42131.10046,42131.1,35000.0,7131.1,0.0,0.0,0.0,Nov-14,17760.58,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,148566.0,,,,,,,,,,,,43500.0,,,
99644,6877124,8499186,3000,3000,3000.0, 36 months,14.33,103.02,C,C2,"Steiner & Libo, PC",10+ years,MORTGAGE,80000.0,Not Verified,Aug-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6877124,,vacation,vacation trip,928xx,CA,8.97,0.0,Nov-05,1.0,,105.0,9.0,1.0,3829,31.6,13.0,f,781.65,781.65,2884.11,2884.11,2218.35,665.76,0.0,0.0,0.0,Dec-15,103.02,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,334141.0,,,,,,,,,,,,12100.0,,,
322318,24625864,27058741,15000,15000,15000.0, 60 months,16.99,372.71,D,D3,Operations Specialist,< 1 year,RENT,42000.0,Source Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24625864,,debt_consolidation,Debt consolidation,750xx,TX,19.14,0.0,Jul-03,0.0,,,10.0,0.0,13901,85.8,17.0,w,12143.38,12143.38,5992.94,5992.94,2856.62,3136.32,0.0,0.0,0.0,Dec-15,372.71,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,26118.0,,,,,,,,,,,,16200.0,,,
317532,25238043,27690657,12000,12000,11950.0, 36 months,10.99,392.81,B,B3,,,MORTGAGE,67000.0,Source Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=25238043,,other,Other,804xx,CO,11.48,0.0,Jul-85,0.0,44.0,45.0,6.0,1.0,5017,64.3,15.0,f,7148.83,7119.04,6284.96,6258.77,4851.17,1433.79,0.0,0.0,0.0,Dec-15,392.81,Feb-16,Jan-16,0.0,44.0,1,INDIVIDUAL,,,,0.0,0.0,194094.0,,,,,,,,,,,,7800.0,,,
392113,16081181,18183684,17925,17925,17925.0, 36 months,7.69,559.15,A,A4,Teacher,10+ years,OWN,68000.0,Not Verified,May-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16081181,,credit_card,Credit card refinancing,591xx,MT,25.36,0.0,May-99,1.0,,,15.0,0.0,38929,74.0,37.0,w,8477.06,8477.06,11183.0,11183.0,9447.94,1735.06,0.0,0.0,0.0,Jan-16,559.15,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,146.0,173671.0,,,,,,,,,,,,52600.0,,,
368344,19056072,21258798,23075,23075,23075.0, 60 months,18.99,598.46,E,E1,Patient Service Representative,5 years,RENT,55000.0,Source Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19056072,,debt_consolidation,Debt consolidation,941xx,CA,19.66,0.0,May-04,0.0,,,11.0,0.0,16116,83.1,19.0,f,17950.64,17950.64,11370.74,11370.74,5124.36,6246.38,0.0,0.0,0.0,Jan-16,598.46,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,34001.0,,,,,,,,,,,,19400.0,,,
319604,24655933,27088786,10000,10000,10000.0, 36 months,7.69,311.94,A,A4,Graphic Designer,9 years,RENT,45000.0,Source Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24655933,,debt_consolidation,Debt consolidation,989xx,WA,25.39,0.0,Oct-05,1.0,,,8.0,0.0,8390,30.3,11.0,f,5837.87,5837.87,4991.04,4991.04,4162.13,828.91,0.0,0.0,0.0,Dec-15,311.94,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,36253.0,,,,,,,,,,,,27700.0,,,
267925,31587426,34180610,28000,28000,28000.0, 36 months,14.99,970.5,C,C5,,,MORTGAGE,126000.0,Verified,Oct-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31587426,,debt_consolidation,Debt consolidation,936xx,CA,31.88,3.0,Nov-83,3.0,11.0,,14.0,0.0,102448,91.0,34.0,w,0.0,0.0,31517.59,31517.59,28000.0,3517.59,0.0,0.0,0.0,Sep-15,21835.91,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,399794.0,,,,,,,,,,,,113168.0,,,
212202,1363132,1607733,12000,12000,12000.0, 36 months,13.67,408.22,B,B5,Beecher Investments LLC,3 years,MORTGAGE,44000.0,Not Verified,Jun-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1363132,,debt_consolidation,Debt consolidation,791xx,TX,28.41,0.0,Jan-07,2.0,,,12.0,0.0,9028,41.4,18.0,f,0.0,0.0,14143.10956,14143.11,12000.0,2122.71,20.40048826,0.0,0.0,Apr-14,1360.59,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
369936,18905910,21088538,2000,2000,2000.0, 36 months,12.99,67.38,C,C1,Administrative Assistant,10+ years,MORTGAGE,60000.0,Not Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18905910,,debt_consolidation,Debt consolidation,750xx,TX,14.26,0.0,Jul-02,0.0,,,6.0,0.0,12226,83.7,13.0,w,1041.06,1041.06,1282.39,1282.39,958.94,323.45,0.0,0.0,0.0,Jan-16,67.38,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,75.0,139634.0,,,,,,,,,,,,14600.0,,,
71820,8405433,4585800,15000,15000,15000.0, 36 months,16.2,528.84,C,C4,SEIT,3 years,MORTGAGE,49000.0,Not Verified,Nov-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8405433,,debt_consolidation,Credit card loan,115xx,NY,22.65,1.0,Jul-98,0.0,14.0,,8.0,0.0,6847,34.1,15.0,f,4916.01,4916.01,13749.75,13749.75,10083.99,3665.76,0.0,0.0,0.0,Jan-16,528.84,Feb-16,Jan-16,0.0,73.0,1,INDIVIDUAL,,,,0.0,0.0,41451.0,,,,,,,,,,,,20100.0,,,
453224,11014587,12926738,21000,21000,20950.0, 60 months,13.53,483.54,B,B5,Supervisor,10+ years,RENT,130000.0,Verified,Jan-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11014587,"  Borrower added on 01/23/14 > This loan is perfect to Pay off high interest credit cards. I am currently paying a little over the minimum,  and the interest is such that there appears no end in sight. With this loan, in 5 years the debt is gone and I am free of high interest credit cards. I make my payments every month on time.<br>",debt_consolidation,Debt consolidation,907xx,CA,12.7,0.0,Sep-88,0.0,43.0,,13.0,0.0,32695,46.5,29.0,f,0.0,0.0,24153.8,24096.29,21000.0,3153.8,0.0,0.0,0.0,Apr-15,17867.78,,Jan-16,0.0,43.0,1,INDIVIDUAL,,,,0.0,0.0,46848.0,,,,,,,,,,,,70300.0,,,
71315,8494990,10247104,30000,30000,30000.0, 36 months,15.1,1041.43,C,C2,Supervisor,3 years,MORTGAGE,200000.0,Verified,Nov-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8494990,,debt_consolidation,Debt Consolidation,177xx,PA,11.42,0.0,Jul-03,3.0,45.0,,11.0,0.0,28383,62.7,34.0,w,0.0,0.0,36264.42,36264.42,30000.0,6264.42,0.0,0.0,0.0,Oct-15,52.96,,Jan-16,0.0,46.0,1,INDIVIDUAL,,,,0.0,0.0,328403.0,,,,,,,,,,,,45300.0,,,
212616,1357660,1601456,17500,17500,17500.0, 36 months,7.9,547.58,A,A4,Texas Tech University,9 years,MORTGAGE,51866.93,Verified,Jun-12,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1357660,"  Borrower added on 06/11/12 > Two weeks ago, I found the foundation of the house needs repair (something not identified during inspection at purchase, two years ago). In order to improve the property, I have received multiple estimates to repair the foundation, replace the fence and add a gutter system.<br><br> Borrower added on 06/11/12 > This loan is for home/property improvement purposes. I found out the house has foundation issues that need to be addressed. I have requested bids from 3 companies for foundation repair, a  new fence and a gutter/rain barrel system.<br>",debt_consolidation,Home/Property Improvement Loan,794xx,TX,29.5,0.0,Oct-97,0.0,,,16.0,0.0,16658,50.9,25.0,f,0.0,0.0,1094.76,1094.76,867.27,227.49,0.0,0.0,0.0,Aug-12,547.58,,Oct-12,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
50834,9745605,11597685,20000,20000,20000.0, 60 months,16.24,488.92,C,C5,SALES MANAGER,8 years,RENT,105000.0,Verified,Dec-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9745605,,debt_consolidation,Debt consolidation,761xx,TX,5.37,0.0,Nov-05,0.0,,,7.0,0.0,14307,40.2,13.0,f,13558.47,13558.47,12222.78,12222.78,6441.53,5781.25,0.0,0.0,0.0,Jan-16,488.92,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,16707.0,,,,,,,,,,,,35600.0,,,
325054,24214663,26617575,33300,33300,33300.0, 36 months,9.17,1061.57,B,B1,Physician,2 years,MORTGAGE,325000.0,Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24214663,,debt_consolidation,Debt consolidation,165xx,PA,13.06,0.0,Dec-94,1.0,44.0,,9.0,0.0,2582,29.0,27.0,w,18707.54,18707.54,18046.69,18046.69,14592.46,3454.23,0.0,0.0,0.0,Jan-16,1061.57,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,132673.0,,,,,,,,,,,,8900.0,,,
111160,6309953,1493787,25475,25475,25475.0, 36 months,14.33,874.77,C,C2,Trinity Technology Group,3 years,MORTGAGE,57000.0,Verified,Aug-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6309953,  Borrower added on 07/18/13 > The loan is to consolidate credit cards so I have 1 payment and will be able to pay them off sooner.<br>,debt_consolidation,Debt consolidation,591xx,MT,24.76,0.0,Nov-97,1.0,,,15.0,0.0,16892,60.5,33.0,f,0.0,0.0,30165.98799,30165.99,25475.0,4690.99,0.0,0.0,0.0,Apr-15,13548.72,,Mar-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,214822.0,,,,,,,,,,,,27900.0,,,
425297,12956271,14988462,14000,14000,14000.0, 60 months,17.57,352.25,D,D2,accountant,10+ years,MORTGAGE,70000.0,Source Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12956271,,debt_consolidation,Debt consolidation,930xx,CA,7.93,0.0,Oct-89,3.0,25.0,,10.0,0.0,1134,24.7,26.0,f,10209.86,10209.86,7749.5,7749.5,3790.14,3959.36,0.0,0.0,0.0,Jan-16,352.25,Feb-16,Jan-16,0.0,25.0,1,INDIVIDUAL,,,,0.0,2026.0,412946.0,,,,,,,,,,,,4600.0,,,
309103,27169745,29682804,30000,30000,30000.0, 60 months,10.15,639.63,B,B2,Paramedic,10+ years,MORTGAGE,80000.0,Source Verified,Sep-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=27169745,,credit_card,Credit card refinancing,121xx,NY,22.86,0.0,Dec-99,0.0,,,8.0,0.0,29967,93.4,19.0,w,23856.2,23856.2,9594.45,9594.45,6143.8,3450.65,0.0,0.0,0.0,Dec-15,639.63,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,90938.0,,,,,,,,,,,,32100.0,,,
148166,4185966,5328219,24575,24575,24575.0, 60 months,21.49,671.63,E,E3,ifco systems rpc,5 years,MORTGAGE,55900.0,Verified,Apr-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4185966,  Borrower added on 04/11/13 > debt consolidation<br>,debt_consolidation,consolidation,751xx,TX,17.32,0.0,Mar-05,1.0,40.0,,9.0,0.0,4351,29.8,24.0,f,0.0,0.0,31071.766560000004,31071.77,24575.0,6496.77,0.0,0.0,0.0,Sep-14,21002.27,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,29030.0,,,,,,,,,,,,14600.0,,,
323371,24775277,27218253,6000,6000,6000.0, 36 months,10.99,196.41,B,B3,Senior Actuarial Analyst,2 years,RENT,64000.0,Not Verified,Aug-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24775277,,credit_card,Credit card refinancing,274xx,NC,16.8,0.0,May-09,1.0,,,12.0,0.0,9754,69.1,16.0,w,0.0,0.0,6432.0,6432.0,6000.0,432.0,0.0,0.0,0.0,May-15,4092.77,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,60355.0,,,,,,,,,,,,14108.0,,,
374707,18334388,20497090,9600,9600,9600.0, 36 months,13.35,325.09,C,C2,OFFICE SPECIALIST,10+ years,OWN,32000.0,Source Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18334388,,debt_consolidation,Debt consolidation,606xx,IL,21.79,0.0,Jan-01,1.0,,,10.0,0.0,16473,48.4,18.0,w,5009.84,5009.84,6176.71,6176.71,4590.16,1586.55,0.0,0.0,0.0,Jan-16,325.09,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,133795.0,,,,,,,,,,,,34000.0,,,
107199,6570762,8122768,10000,10000,10000.0, 60 months,13.68,231.03,C,C1,Ecolab,10+ years,MORTGAGE,75000.0,Verified,Aug-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6570762,,debt_consolidation,loan consolidation,982xx,WA,16.4,0.0,May-02,1.0,,,9.0,0.0,25373,47.5,20.0,f,6007.09,6007.09,6694.95,6694.95,3992.91,2702.04,0.0,0.0,0.0,Jan-16,231.03,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,220918.0,,,,,,,,,,,,53400.0,,,
283817,30155753,32698963,28000,28000,28000.0, 60 months,14.99,665.98,C,C5,Contrtoller,< 1 year,MORTGAGE,150000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=30155753,,credit_card,Credit card refinancing,926xx,CA,22.02,0.0,Jun-93,0.0,,,16.0,0.0,132376,59.4,31.0,w,22818.73,22818.73,9943.06,9943.06,5181.27,4761.79,0.0,0.0,0.0,Jan-16,665.98,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,689630.0,,,,,,,,,,,,181400.0,,,
